no,가격(만원)
11769,8306.130387221376
11770,1339.7902931961169
11771,1223.9940499333823
11772,751.8729406547105
11773,1415.4215688615905
11774,442.19898721804566
11775,867.7226977888223
11776,2210.6629862770765
11777,1012.7259983427407
11778,389.58710416238864
11779,506.5592185292468
11780,1081.3117095550797
11781,1030.9013913911476
11782,1670.2158665096686
11783,821.6349555381998
11784,2773.6725734637503
11785,1374.784668704997
11786,1009.2577033363327
11787,835.7171220983431
11788,1476.7217040251678
11789,2593.8433253631606
11790,973.3223038031808
11791,1589.3124725540436
11792,1147.3190898452926
11793,362.03594827427446
11794,1697.5673372464876
11795,2406.841666770974
11796,3712.3693213730953
11797,3407.11733111827
11798,2915.146095776474
11799,1272.6395136964375
11800,681.2898235090283
11801,625.2095469913214
11802,2009.559132480435
11803,2656.223015434462
11804,1223.9940499333823
11805,1356.181497631163
11806,1361.6588400387755
11807,570.597749549512
11808,832.6747191269226
11809,1984.6779877863191
11810,2013.12904715311
11811,2027.3696668800821
11812,9937.82346088125
11813,3486.2910644653903
11814,649.3137535690008
11815,909.375459491449
11816,2300.04473202378
11817,2031.588422905211
11818,377.27101204215205
11819,720.5552528696779
11820,638.7163968777488
11821,503.41065765463657
11822,1390.7703719115714
11823,2221.6178807703254
11824,1717.75217020708
11825,1979.7679992854075
11826,484.77319532946774
11827,394.55138744567375
11828,954.5650720109865
11829,1627.8173444480526
11830,1445.1122408590948
11831,3491.186301516868
11832,1561.3962684583487
11833,948.4492596589912
11834,2113.8490394666687
11835,1651.048380867362
11836,910.8890864809239
11837,9069.57579096204
11838,1366.5440259620545
11839,9163.646324253226
11840,1260.0106637664742
11841,447.1632485990631
11842,330.7455022119898
11843,3659.3797763420775
11844,658.5692459688057
11845,1783.0145006201296
11846,1566.372909506371
11847,1198.3502971063501
11848,1468.244512821221
11849,389.0787311226452
11850,1098.1835963215462
11851,1973.8739223817151
11852,3810.3904038686446
11853,1688.4294720577022
11854,947.2183019391593
11855,1836.803278309553
11856,2608.0329364748313
11857,446.51452277817384
11858,1907.1719030575307
11859,1440.4519478232864
11860,656.8235850854711
11861,788.8262784451623
11862,4629.131917878982
11863,1891.3782481037845
11864,933.1594862593006
11865,524.759910919284
11866,630.5093251010887
11867,2822.4939769483963
11868,736.0128265186614
11869,1190.0792684909136
11870,1151.881602090873
11871,1961.6701553954663
11872,8083.612176265753
11873,1676.7160545217457
11874,1240.2237589102765
11875,573.2589196403011
11876,814.7274771715516
11877,961.8768304835698
11878,425.5169974881801
11879,1048.39383934549
11880,1330.2879813379961
11881,929.1925858382418
11882,424.9638700762953
11883,2074.255244623269
11884,2441.956793946233
11885,909.8222826431412
11886,734.2537905387628
11887,854.80010660758
11888,4830.90908356109
11889,808.4341866659119
11890,1155.9952499221909
11891,1522.1428858681797
11892,712.4101976947246
11893,1089.940958489146
11894,654.9155285783427
11895,1012.425916735636
11896,544.6195422144624
11897,1165.2374302601468
11898,1152.2958100715928
11899,300.5515114386469
11900,2524.2614984707807
11901,395.45845056562644
11902,366.48928398169096
11903,1053.6777537537132
11904,497.3556649668727
11905,4238.011692432492
11906,1710.0385836905778
11907,867.5466272304194
11908,1003.9013162356569
11909,868.1533655432124
11910,720.5552528696779
11911,434.58281754318205
11912,1496.988894703931
11913,1276.1318041079094
11914,1070.4234966736494
11915,1690.9386382429554
11916,380.12873137326915
11917,852.613599372312
11918,421.264093354632
11919,1096.6825098070756
11920,783.1605230764009
11921,510.18064539670763
11922,448.3890505574841
11923,787.887796536431
11924,3043.675541651447
11925,2067.486767163269
11926,751.119894705338
11927,1260.1297203287395
11928,797.352239380753
11929,357.6754895505087
11930,3183.2684512946207
11931,982.0323156247161
11932,4366.85079947882
11933,446.40481992614934
11934,1503.0514699574144
11935,2688.8951323353676
11936,4174.638999328416
11937,2467.0485058605027
11938,652.1553389528849
11939,477.980924570557
11940,5967.85379670033
11941,2390.89480894366
11942,1166.0193261351226
11943,643.9724371498335
11944,346.59420120570553
11945,2700.645239272113
11946,965.7976380004704
11947,341.5278123500161
11948,882.5627610505959
11949,588.0057585834154
11950,1901.601331683535
11951,331.08543396660275
11952,2009.4705226561084
11953,1280.0175007267392
11954,3494.336153686176
11955,1034.5296860249712
11956,557.2862530092851
11957,1012.2931636989447
11958,496.39686322636817
11959,2653.3294537799147
11960,522.4094509091213
11961,277.4473230842432
11962,1317.7994769255658
11963,2318.5931742261646
11964,472.13143882278337
11965,1265.7011004110527
11966,478.99501847434203
11967,3688.867066663343
11968,542.2679212801572
11969,1707.003427056186
11970,1000.5037330767617
11971,464.15353128881304
11972,953.9543790345236
11973,277.4473230842432
11974,1902.21180470043
11975,6342.66132422313
11976,830.6949821712001
11977,614.9106774814261
11978,1703.0707229336726
11979,6342.66132422313
11980,4251.459821040043
11981,495.7512108315593
11982,1216.7548273193172
11983,865.5286256912191
11984,860.339384624573
11985,1390.7703719115714
11986,610.5967037413127
11987,521.8664577424172
11988,1141.1299070069895
11989,1973.210223074755
11990,764.3179724510062
11991,1190.0792684909136
11992,682.195453150963
11993,795.7692571335676
11994,1344.9545083264393
11995,2641.6364912905383
11996,1303.621414308589
11997,4020.4979047883553
11998,1162.1934270904271
11999,2604.755256207832
12000,1031.7365989544721
12001,1555.7003495602905
12002,620.1873888793599
12003,1665.5773049929917
12004,1004.5627269984736
12005,4490.757329455993
12006,1628.4907644904422
12007,2058.3429466807142
12008,1363.3868543357003
12009,4155.704820932965
12010,3008.305903798405
12011,1576.8991149667452
12012,1274.2287745856017
12013,676.9856634507652
12014,3963.6182472401106
12015,938.4656070275621
12016,636.028617736837
12017,1232.165112243573
12018,1338.4489089096737
12019,1041.9199168835248
12020,2109.3427871492954
12021,1059.3611530465996
12022,1971.4031136068793
12023,1238.9924592169375
12024,528.2673356261267
12025,273.5863364508559
12026,484.35180842562534
12027,858.2150908396278
12028,883.8450107522051
12029,1056.9804612557964
12030,570.1667873520217
12031,892.5689489545679
12032,400.0510717395032
12033,4347.197234182302
12034,412.3331219618135
12035,948.1274881119524
12036,1381.4047599881274
12037,1549.6945357908285
12038,545.1332834345321
12039,438.91104290086616
12040,318.3330957372234
12041,566.1678193763048
12042,1678.4499727897378
12043,561.6575717075731
12044,955.9585609769708
12045,762.9963002058611
12046,352.6762573844485
12047,2490.5120644835024
12048,842.8062111385321
